satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2398,1,1,1,2,4,1,4,4,5,3,5,5,5,4,66,75
dissatisfied,Male,disloyal Customer,35,Business travel,Business,3392,1,1,1,2,1,1,1,1,3,5,4,4,4,1,0,0
dissatisfied,Male,disloyal Customer,35,Business travel,Business,2924,1,1,1,2,4,1,4,4,3,4,4,3,5,4,62,90
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1985,1,1,1,2,4,1,4,4,3,3,5,4,4,4,0,0
dissatisfied,Female,disloyal Customer,35,Business travel,Business,1966,1,1,1,2,3,1,5,3,3,2,4,4,5,3,26,24
dissatisfied,Female,disloyal Customer,42,Business travel,Eco,1624,1,1,1,2,4,1,4,4,5,2,4,4,1,4,0,0
dissatisfied,Female,disloyal Customer,35,Business travel,Eco Plus,1958,1,1,1,2,1,1,1,1,2,2,2,1,1,1,0,0
dissatisfied,Female,disloyal Customer,9,Business travel,Eco,2433,1,1,1,2,4,1,4,4,4,3,5,5,4,4,0,0
dissatisfied,Male,disloyal Customer,34,Business travel,Business,3155,1,1,1,2,1,1,1,1,5,5,5,3,4,1,59,46
dissatisfied,Male,disloyal Customer,34,Business travel,Business,2105,1,1,1,2,2,1,2,2,4,2,5,4,5,2,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1849,1,1,1,2,2,1,3,2,1,4,3,3,2,2,0,0
dissatisfied,Female,disloyal Customer,49,Business travel,Eco,2707,1,1,1,2,4,1,4,4,1,5,1,1,1,4,7,13
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,2391,1,1,1,2,1,1,1,1,5,1,2,5,4,1,20,2
dissatisfied,Female,disloyal Customer,34,Business travel,Business,1783,1,1,1,2,1,1,1,1,3,3,5,4,4,1,0,10
dissatisfied,Female,disloyal Customer,34,Business travel,Business,1897,1,1,1,2,2,1,2,2,4,5,4,5,4,2,0,0
dissatisfied,Female,disloyal Customer,34,Business travel,Business,2872,1,1,1,2,1,2,2,4,4,4,4,2,4,2,163,186
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1948,1,1,1,2,4,1,4,4,3,5,3,2,3,4,0,17
dissatisfied,Male,disloyal Customer,34,Business travel,Business,1966,1,1,1,2,5,1,5,5,3,5,4,5,4,5,0,0
dissatisfied,Male,disloyal Customer,34,Business travel,Business,2144,1,1,1,2,1,4,4,4,4,5,4,4,3,4,150,141
dissatisfied,Male,disloyal Customer,34,Business travel,Business,1918,1,1,1,2,4,1,2,4,5,5,4,3,5,4,0,0
dissatisfied,Female,disloyal Customer,33,Business travel,Business,3896,1,1,1,2,1,5,1,3,5,4,4,1,5,1,0,1
dissatisfied,Male,disloyal Customer,34,Business travel,Eco,1855,1,1,1,2,1,1,1,1,1,4,4,5,1,1,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2518,1,1,1,2,4,1,4,4,1,4,3,2,2,4,0,0
dissatisfied,Female,disloyal Customer,33,Business travel,Business,2280,1,1,1,2,4,1,5,4,5,3,5,5,4,4,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1900,1,1,1,2,3,1,3,3,5,2,4,5,4,3,3,4
dissatisfied,Female,disloyal Customer,18,Business travel,Eco,2617,1,1,1,2,3,1,3,3,3,4,5,3,5,3,18,0
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,2129,1,1,1,2,5,1,5,5,4,4,2,1,2,5,0,15
dissatisfied,Female,disloyal Customer,16,Business travel,Eco,2586,1,1,1,2,4,1,4,4,5,3,1,2,1,4,0,1
dissatisfied,Female,disloyal Customer,32,Business travel,Business,1643,1,1,1,2,3,1,3,3,4,5,5,3,4,3,37,41
dissatisfied,Female,disloyal Customer,32,Business travel,Business,1697,1,1,1,2,5,1,5,5,5,5,5,4,4,5,43,37
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2413,1,1,1,2,5,1,5,5,3,5,5,1,2,5,0,0
dissatisfied,Male,disloyal Customer,35,Business travel,Eco,2637,1,1,1,2,3,1,3,3,2,5,2,3,2,3,1,20
dissatisfied,Male,disloyal Customer,31,Business travel,Business,2988,1,1,1,2,1,1,1,1,3,2,4,3,5,1,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2338,1,1,1,2,4,1,4,4,5,4,5,5,4,4,47,52
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2438,1,1,1,2,3,1,3,3,3,4,4,3,4,3,2,0
dissatisfied,Male,disloyal Customer,30,Business travel,Business,4240,1,1,1,2,1,5,3,4,5,3,5,3,3,3,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2184,1,1,1,2,2,1,2,2,4,5,5,5,2,2,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Business,1839,1,1,1,2,3,1,3,3,3,5,4,4,4,3,10,0
dissatisfied,Male,disloyal Customer,30,Business travel,Business,2394,1,1,1,2,4,1,4,4,3,2,5,3,4,4,0,0
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1746,1,1,1,2,1,1,1,1,4,4,4,1,1,1,9,0
dissatisfied,Female,disloyal Customer,30,Business travel,Business,3479,1,1,1,2,1,1,1,1,5,3,4,4,4,1,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,1633,1,1,1,2,5,1,2,5,4,1,2,1,3,5,1,0
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,2140,1,1,1,2,1,1,1,1,3,5,4,5,4,1,0,4
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2322,1,1,1,2,4,1,4,4,5,3,5,3,5,4,15,14
dissatisfied,Female,disloyal Customer,46,Business travel,Eco,2253,1,1,1,2,3,1,3,3,2,3,3,2,2,3,29,44
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1895,1,1,1,2,4,1,4,4,3,2,2,4,2,4,1,0
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2286,1,1,1,2,1,1,1,1,3,2,2,4,2,1,0,10
dissatisfied,Male,disloyal Customer,30,Business travel,Eco Plus,1403,1,1,1,2,1,1,1,1,3,5,3,1,3,1,0,14
dissatisfied,Male,disloyal Customer,42,Business travel,Eco,1948,1,1,1,2,4,1,4,4,1,1,4,1,5,4,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,2068,1,1,1,2,5,1,5,5,1,1,2,1,2,5,3,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1838,1,1,1,2,2,1,2,2,3,5,2,4,3,2,29,20
dissatisfied,Male,disloyal Customer,29,Business travel,Business,3689,1,1,1,2,5,1,5,5,5,4,5,5,4,5,0,0
dissatisfied,Male,disloyal Customer,29,Business travel,Business,3062,1,1,1,2,3,1,3,3,5,2,3,3,4,3,27,1
dissatisfied,Male,disloyal Customer,29,Business travel,Business,2887,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1686,1,1,1,2,2,1,2,2,3,4,4,4,3,2,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,2604,1,1,1,2,5,1,5,5,1,3,3,4,2,5,38,28
dissatisfied,Female,disloyal Customer,29,Business travel,Business,3623,1,1,1,2,2,1,2,2,4,2,3,5,5,2,29,11
dissatisfied,Female,disloyal Customer,29,Business travel,Business,2202,1,1,1,2,4,1,4,4,5,2,5,4,4,4,4,0
dissatisfied,Female,disloyal Customer,29,Business travel,Business,2529,1,1,1,2,1,1,1,1,5,3,4,3,4,1,0,0
dissatisfied,Female,disloyal Customer,29,Business travel,Business,2715,1,1,1,2,4,1,4,4,3,5,5,3,4,4,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2052,1,1,1,2,1,1,1,1,3,3,1,2,2,1,4,0
dissatisfied,Female,disloyal Customer,29,Business travel,Business,2083,1,1,1,2,5,1,5,5,5,3,4,3,5,5,2,3
dissatisfied,Female,disloyal Customer,48,Business travel,Eco,1751,1,1,1,2,2,1,4,2,1,5,5,3,5,2,5,4
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1681,1,1,1,2,4,1,4,4,5,1,2,3,4,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2350,1,1,1,2,1,4,5,1,1,3,3,5,2,5,145,126
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,1414,1,1,1,2,2,1,2,2,1,4,2,2,2,2,82,76
dissatisfied,Female,disloyal Customer,28,Business travel,Business,3133,1,1,1,2,2,1,2,2,3,2,4,4,5,2,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Business,2678,1,1,1,2,3,1,3,3,5,5,4,3,4,3,2,0
dissatisfied,Female,disloyal Customer,28,Business travel,Eco Plus,3207,1,1,1,2,1,1,1,1,2,2,3,3,2,1,0,1
dissatisfied,Male,disloyal Customer,52,Business travel,Eco,2003,1,1,1,2,2,1,4,2,2,1,2,1,3,2,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Business,2343,1,1,1,2,3,1,3,3,4,3,4,4,4,3,0,0
dissatisfied,Female,disloyal Customer,9,Business travel,Eco,1958,1,1,1,2,3,1,3,3,1,4,3,1,2,3,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2301,1,1,1,2,2,1,2,2,3,3,1,2,5,2,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Eco Plus,1860,1,1,1,2,3,1,3,3,4,3,3,2,3,3,0,5
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2048,1,1,1,2,1,1,1,1,4,4,5,3,4,1,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco Plus,2047,1,1,1,2,1,1,1,1,1,2,2,3,3,1,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,2507,1,1,1,2,1,1,2,1,4,1,5,1,2,1,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,2491,1,1,1,2,2,1,2,2,5,5,4,3,5,2,0,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2099,1,1,1,2,4,1,4,4,3,3,1,2,4,4,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Business,1290,1,1,1,2,4,1,4,4,4,3,3,4,2,4,16,14
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1730,1,1,1,2,4,1,4,4,4,4,2,1,2,4,16,12
dissatisfied,Female,disloyal Customer,27,Business travel,Business,1378,1,1,1,2,3,1,3,3,5,5,4,4,4,3,7,0
dissatisfied,Female,disloyal Customer,27,Business travel,Business,1469,1,1,1,2,5,1,5,5,3,2,5,3,4,5,29,19
dissatisfied,Female,disloyal Customer,27,Business travel,Eco Plus,1237,1,1,1,2,1,1,1,1,3,3,4,2,2,1,0,6
dissatisfied,Male,disloyal Customer,27,Business travel,Business,1900,1,1,1,2,4,1,4,4,1,1,3,4,3,4,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2401,1,1,1,2,2,1,2,2,1,2,3,1,1,2,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,1670,1,1,1,2,1,1,1,1,5,4,4,3,5,1,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2094,1,1,1,2,4,1,4,4,5,2,5,4,5,4,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,2302,1,1,1,2,1,5,5,4,5,5,5,5,3,5,175,174
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,1902,1,1,1,2,2,1,4,2,5,1,5,5,2,2,22,38
dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2205,1,1,1,2,3,1,3,3,5,1,1,3,1,3,0,0
dissatisfied,Female,disloyal Customer,32,Business travel,Eco,1790,1,1,1,2,3,1,3,3,4,3,2,3,3,3,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,1450,1,1,1,2,2,1,2,2,5,5,4,4,4,2,0,14
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,1500,1,1,1,2,1,1,1,1,3,5,1,3,1,1,0,6
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,2198,1,1,1,2,4,1,4,4,3,5,4,1,3,4,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2502,1,1,1,2,3,1,3,3,4,4,2,1,3,3,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco Plus,2670,1,1,1,2,1,1,1,1,1,2,3,3,2,1,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco Plus,2549,1,1,1,2,5,1,5,5,4,5,4,2,1,5,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Business,4313,1,1,1,2,1,4,4,4,4,4,1,4,1,4,2,0
dissatisfied,Female,disloyal Customer,26,Business travel,Business,2281,1,1,1,2,1,1,1,1,4,5,5,3,4,1,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Business,2568,1,1,1,2,4,1,4,4,3,2,4,4,5,4,3,7
dissatisfied,Female,disloyal Customer,34,Business travel,Eco,2265,1,1,1,2,4,1,4,4,5,5,2,4,5,4,6,0
dissatisfied,Female,disloyal Customer,32,Business travel,Eco,1914,1,1,1,2,4,1,4,4,4,4,3,4,2,4,12,7
dissatisfied,Female,disloyal Customer,26,Business travel,Business,2367,1,1,1,2,4,1,4,4,4,2,4,4,5,4,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco Plus,1680,1,1,1,2,5,1,4,5,3,1,2,2,2,5,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Business,1734,1,1,1,2,3,1,3,3,3,2,4,5,5,3,0,2
dissatisfied,Female,disloyal Customer,26,Business travel,Business,3401,1,1,1,2,1,2,2,4,2,3,4,2,3,2,0,27
dissatisfied,Female,disloyal Customer,26,Business travel,Business,2581,1,1,1,2,1,1,1,1,3,3,5,3,5,1,0,2
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2178,1,1,1,2,4,1,2,4,4,5,4,5,4,4,3,0
dissatisfied,Female,disloyal Customer,26,Business travel,Business,2638,1,1,1,2,3,1,3,3,4,5,4,4,5,3,5,0
dissatisfied,Male,disloyal Customer,35,Business travel,Eco,2166,1,1,1,2,4,1,4,4,2,2,2,4,2,4,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2301,1,1,1,2,1,1,1,1,1,4,2,4,3,1,15,7
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1965,1,1,1,2,3,1,3,3,4,1,2,3,3,3,90,90
dissatisfied,Female,disloyal Customer,50,Business travel,Eco,2214,1,1,1,2,3,1,3,3,3,2,3,1,3,3,0,0
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,1654,1,1,1,2,5,1,5,5,3,3,3,3,2,5,0,0
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,2022,1,1,1,2,2,1,2,2,1,1,2,2,1,2,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,1530,1,1,1,2,5,1,5,5,3,1,2,4,2,5,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2226,1,1,1,2,2,1,2,2,4,5,2,1,3,2,15,0
dissatisfied,Female,disloyal Customer,78,Business travel,Eco,1233,1,1,1,2,2,1,2,2,3,5,3,4,3,2,0,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1933,1,1,1,2,3,1,3,3,3,3,1,1,1,3,0,25
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2073,1,1,1,2,4,1,4,4,3,1,2,2,3,4,43,42
dissatisfied,Female,disloyal Customer,33,Business travel,Eco,1798,1,1,1,2,1,1,1,1,2,5,3,4,3,1,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Eco,1946,1,1,1,2,2,1,2,2,1,5,1,4,1,2,18,12
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2265,1,1,1,2,2,1,4,2,1,3,3,4,3,2,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1569,1,1,1,2,4,1,4,4,2,2,2,1,3,4,5,0
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,1953,1,1,1,2,5,1,5,5,2,5,2,1,2,5,15,26
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1801,1,1,1,2,1,1,1,4,2,3,2,1,2,1,111,160
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1104,1,1,1,2,5,1,5,5,3,5,3,2,2,5,0,0
dissatisfied,Male,disloyal Customer,61,Business travel,Eco,1690,1,1,1,2,3,1,3,3,3,2,2,3,3,3,0,7
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1302,1,1,1,2,4,1,4,4,2,4,2,2,3,4,34,27
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1409,1,1,1,2,5,1,5,5,1,3,3,2,3,5,0,0
dissatisfied,Male,disloyal Customer,20,Business travel,Business,1979,1,1,1,2,4,1,4,4,2,3,2,4,3,4,0,0
dissatisfied,Male,disloyal Customer,62,Business travel,Eco,1437,1,1,1,2,1,1,1,1,3,4,2,1,2,1,0,6
dissatisfied,Male,disloyal Customer,55,Business travel,Eco,829,1,1,1,2,4,1,4,4,2,2,2,3,1,4,0,0
dissatisfied,Male,disloyal Customer,80,Business travel,Eco,1734,1,1,1,2,1,4,4,3,1,2,2,4,1,4,144,130
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,1665,1,1,1,2,1,1,1,1,4,3,2,2,2,1,11,6
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,852,1,1,1,2,1,1,1,1,1,5,2,3,2,1,0,11
dissatisfied,Female,disloyal Customer,80,Business travel,Business,275,1,1,1,3,4,4,1,1,1,1,1,4,1,4,8,4
dissatisfied,Female,disloyal Customer,42,Business travel,Eco,2195,1,1,1,3,1,5,5,1,3,4,2,5,5,5,0,17
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1796,1,1,1,3,4,1,4,4,1,3,3,3,4,4,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2317,1,1,1,3,3,1,3,3,5,4,4,4,4,3,2,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2293,1,1,1,3,1,1,1,2,5,4,3,1,2,1,1,0
dissatisfied,Female,disloyal Customer,66,Business travel,Eco,2166,1,1,1,3,4,1,4,4,2,5,4,4,4,4,4,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1841,1,1,1,3,1,5,5,1,5,2,3,5,3,5,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2740,1,1,1,3,1,1,1,1,1,5,3,4,4,1,0,0
dissatisfied,Male,disloyal Customer,69,Business travel,Business,1155,1,1,1,3,1,1,1,1,2,2,3,3,3,1,0,1
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2839,1,1,1,3,1,2,2,1,2,4,3,2,3,2,5,62
dissatisfied,Male,disloyal Customer,66,Business travel,Business,2240,1,1,1,3,1,4,1,2,3,3,4,1,4,1,149,138
dissatisfied,Male,disloyal Customer,66,Business travel,Business,1724,1,1,1,3,5,1,4,5,4,2,3,1,3,5,39,30
dissatisfied,Male,disloyal Customer,65,Business travel,Business,1656,1,1,1,3,5,1,2,5,4,5,5,5,5,5,26,18
dissatisfied,Female,disloyal Customer,48,Business travel,Eco,2392,1,1,1,3,1,5,5,2,2,4,4,5,4,5,0,4
dissatisfied,Female,disloyal Customer,64,Business travel,Eco Plus,2488,1,1,1,3,4,1,4,4,3,5,4,3,3,4,0,3
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,3596,1,1,1,3,1,1,1,2,5,3,4,1,1,1,0,45
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1981,1,1,1,3,1,1,1,5,2,3,5,1,1,1,103,120
dissatisfied,Male,disloyal Customer,13,Business travel,Eco,4361,1,1,1,3,1,4,4,4,2,3,4,4,3,4,38,42
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1762,1,1,1,3,3,1,1,3,2,1,2,3,4,3,44,41
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2768,1,1,1,3,4,1,4,4,2,1,3,3,4,4,0,0
dissatisfied,Male,disloyal Customer,46,Business travel,Eco,2233,1,1,1,3,3,1,3,3,1,1,2,2,3,3,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,3006,1,1,1,3,1,4,4,4,2,3,2,4,4,4,12,26
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,2267,1,1,1,3,1,3,3,1,2,2,2,3,1,3,0,13
dissatisfied,Female,disloyal Customer,61,Business travel,Business,2041,1,1,1,3,2,1,2,2,5,3,5,4,4,2,3,16
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,4096,1,1,1,3,1,4,4,4,4,3,3,4,1,4,51,57
dissatisfied,Male,disloyal Customer,60,Business travel,Business,2779,1,1,1,3,3,1,3,3,4,1,2,4,2,3,73,81
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2486,1,1,1,3,5,1,5,5,1,3,2,3,3,5,87,81
dissatisfied,Male,disloyal Customer,59,Business travel,Business,1539,1,1,1,3,1,1,1,1,1,5,4,3,4,1,0,8
dissatisfied,Male,disloyal Customer,16,Business travel,Eco,2494,1,1,1,3,1,1,1,4,4,2,2,1,3,1,32,32
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1715,1,1,1,3,1,1,1,1,2,5,4,4,4,1,0,15
dissatisfied,Female,disloyal Customer,57,Business travel,Eco Plus,2716,1,1,1,3,1,1,1,1,1,3,4,1,2,1,149,115
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,3768,1,1,1,3,2,1,3,2,4,3,3,3,3,2,45,42
dissatisfied,Female,disloyal Customer,57,Business travel,Eco Plus,1749,1,1,1,3,5,1,4,5,4,3,1,2,5,5,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,3315,1,1,1,3,2,1,2,2,4,3,2,4,3,2,0,2
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,3789,1,1,1,3,4,1,5,4,3,4,4,4,3,4,2,0
dissatisfied,Male,disloyal Customer,57,Business travel,Business,1523,1,1,1,3,3,1,3,3,2,3,3,3,3,3,37,31
dissatisfied,Female,disloyal Customer,15,Business travel,Eco,3780,1,1,1,3,5,1,5,5,2,2,3,2,4,5,45,62
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2279,1,1,1,3,4,1,4,4,4,5,3,1,3,4,0,0
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,3364,1,1,1,3,2,1,2,2,1,5,5,3,1,2,17,0
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,2466,1,1,1,3,5,1,5,5,2,4,3,3,3,5,45,26
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,1992,1,1,1,3,1,1,3,3,1,4,3,3,2,3,0,13
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2145,1,1,1,3,1,1,1,1,3,4,4,1,3,1,63,65
dissatisfied,Male,disloyal Customer,14,Business travel,Eco,2444,1,1,1,3,2,1,1,2,1,3,2,3,4,2,0,0
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,3644,1,1,1,3,4,1,4,4,3,5,4,1,3,4,0,0
dissatisfied,Female,disloyal Customer,16,Business travel,Eco,2357,1,1,1,3,1,1,2,1,3,1,4,4,4,1,5,28
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2693,1,1,1,3,1,1,1,1,2,4,3,1,4,1,8,20
dissatisfied,Female,disloyal Customer,54,Business travel,Eco Plus,3074,1,1,1,3,4,1,3,4,3,1,2,2,2,4,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2132,1,1,1,3,3,1,3,3,1,3,2,3,4,3,0,0
dissatisfied,Female,disloyal Customer,49,Business travel,Eco,2238,1,1,1,3,4,1,4,4,3,1,4,4,4,4,0,2
dissatisfied,Female,disloyal Customer,54,Business travel,Business,2357,1,1,1,3,1,1,1,1,4,3,5,3,4,1,0,2
dissatisfied,Male,disloyal Customer,54,Business travel,Business,2033,1,1,1,3,1,1,1,1,5,2,5,3,5,1,0,0
dissatisfied,Female,disloyal Customer,16,Business travel,Eco,3472,1,1,1,3,4,1,4,4,4,4,3,3,4,4,4,0
dissatisfied,Female,disloyal Customer,46,Business travel,Eco,2852,1,1,1,3,4,1,4,4,1,2,3,3,4,4,79,69
dissatisfied,Female,disloyal Customer,9,Business travel,Eco,3556,1,1,1,3,4,1,4,4,3,1,2,2,4,4,0,0
dissatisfied,Female,disloyal Customer,52,Business travel,Business,1594,1,1,1,3,2,1,2,2,5,3,4,4,5,2,58,43
dissatisfied,Male,disloyal Customer,52,Business travel,Business,1606,1,1,1,3,2,1,2,2,3,4,4,5,4,2,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2765,1,1,1,3,1,1,1,1,4,4,3,3,3,1,0,12
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2701,1,1,1,3,1,3,5,4,5,3,3,5,3,5,173,154
dissatisfied,Female,disloyal Customer,41,Business travel,Eco,2883,1,1,1,3,1,1,1,1,2,3,3,2,4,1,15,20
dissatisfied,Female,disloyal Customer,35,Business travel,Eco,1892,1,1,1,3,3,1,3,3,4,4,3,2,3,3,0,9
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2314,1,1,1,3,1,1,1,1,3,4,3,4,3,1,31,19
dissatisfied,Female,disloyal Customer,50,Business travel,Business,1896,1,1,1,3,1,1,1,1,4,2,5,3,5,1,0,0
dissatisfied,Female,disloyal Customer,50,Business travel,Eco Plus,1782,1,1,1,3,5,1,5,5,4,4,4,3,3,5,0,10
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2504,1,1,1,3,2,1,4,2,3,2,3,2,4,2,11,13
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2748,1,1,1,3,3,1,3,3,5,2,4,3,4,3,10,15
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2807,1,1,1,3,3,1,3,3,2,3,1,1,2,3,0,12
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2386,1,1,1,3,1,1,1,1,2,4,1,4,3,1,3,16
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1958,1,1,1,3,2,1,2,2,2,1,4,4,4,2,0,0
dissatisfied,Male,disloyal Customer,50,Business travel,Business,985,1,1,1,3,3,1,3,3,3,1,3,1,4,3,4,9
dissatisfied,Female,disloyal Customer,49,Business travel,Business,2230,1,1,1,3,5,1,1,5,3,5,4,3,4,5,20,1
dissatisfied,Female,disloyal Customer,49,Business travel,Business,2180,1,1,1,3,3,1,3,3,5,3,4,4,4,3,66,59
dissatisfied,Female,disloyal Customer,49,Business travel,Business,1499,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2838,1,1,1,3,5,1,5,5,3,3,2,2,4,5,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Business,2171,1,1,1,3,1,1,1,1,4,3,4,5,5,1,0,17
dissatisfied,Male,disloyal Customer,49,Business travel,Business,1369,1,1,1,3,5,1,5,5,5,4,5,5,4,5,0,0
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,3097,1,1,1,3,3,1,5,3,2,3,3,1,3,3,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,2937,1,1,1,3,4,1,4,4,3,5,3,1,3,4,14,4
dissatisfied,Male,disloyal Customer,54,Business travel,Eco,2555,1,1,1,3,1,1,1,1,2,3,2,1,2,1,0,31
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2394,1,1,1,3,1,1,2,1,4,1,3,1,4,1,0,0
